auc
0.6129349487323692
0.6141884399198021
0.6263611262038441
0.6407770692136845
0.6105820711042479
0.6195407996288776
0.6052027033467737
0.6211787583288054
0.6236952729560468
0.5899987608071912
0.5994023277760302
0.6101912487568355
0.6203589846244769
0.6095263741536154
0.6272555692184506
0.60768426638197
